partner,participant,gender,no_participants
SG2000,farmers,female,1
JDPM,farmers,female,15
JDPM,NGO_EAs,female,0
JDPM,farmers,female,16
JDPM,NGO_EAs,female,0
JDPM,farmers,female,6
JDPM,NGO_EAs,female,1
TFNC,farmers,female,9
SG2000,farmers,female,12
SG2000,farmers,female,13
MEDA,farmers,female,10
SG2000,farmers,female,12
SG2000,government_EAs,female,9
SG2000,government_staff,female,0
JDPM,farmers,female,0
JDPM,NGO_EAs,female,0
JDPM,private_staff,female,0
JDPM,farmers,female,9
JDPM,NGO_EAs,female,0
JDPM,private_staff,female,0
SG2000,farmers,female,7
SG2000,government_EAs,female,0
SG2000,farmers,female,2
SG2000,government_EAs,female,0
TFNC,farmers,female,1
TFNC,government_EAs,female,9
TFNC,researchers,female,2
TFNC,NA,female,2
SG2000,farmers,female,2
SG2000,government_EAs,female,1
OYSADEP,farmers,female,3
MEDA,farmers,female,7
OYSADEP,farmers,female,0
OYSADEP,farmers,female,0
OYSADEP,others,female,0
JDPM,farmers,female,37
JDPM,NGO_EAs,female,0
SG2000,farmers,female,6
SG2000,government_EAs,female,0
SG2000,farmers,female,5
SG2000,farmers,female,8
JDPM,farmers,female,7
JDPM,NGO_EAs,female,0
JDPM,private_staff,female,0
JDPM,farmers,female,8
JDPM,NGO_EAs,female,0
OYSCGA,farmers,female,2
OYSCGA,others,female,0
SG2000,farmers,female,2
JDPM,farmers,female,14
JDPM,NGO_EAs,female,0
SG2000,farmers,female,5
SG2000,farmers,female,2
SG2000,farmers,female,17
SG2000,government_staff,female,0
TFNC,government_EAs,female,7
TFNC,private_staff,female,0
TFNC,researchers,female,0
TFNC,NA,female,7
TFNC,NA,female,7
FUAM,farmers,female,21
FUAM,government_EAs,female,0
SG2000,farmers,female,6
SG2000,farmers,female,2
SG2000,farmers,female,7
OYSCGA,farmers,female,5
OYSCGA,government_staff,female,0
SG2000,farmers,female,9
SG2000,farmers,female,14
SG2000,farmers,female,12
SG2000,farmers,female,15
SG2000,farmers,female,5
SG2000,farmers,female,9
SG2000,farmers,female,6
SG2000,farmers,female,11
SG2000,farmers,female,7
SG2000,farmers,female,17
SG2000,farmers,female,12
SG2000,farmers,female,9
SG2000,farmers,female,7
FJS,farmers,female,63
FJS,government_EAs,female,2
SG2000,farmers,female,9
SG2000,government_EAs,female,1
SG2000,farmers,female,16
SG2000,farmers,female,0
SG2000,farmers,female,4
OYSCGA,farmers,female,7
OYSCGA,researchers,female,1
OYSCGA,government_EAs,female,1
SG2000,farmers,female,6
SG2000,farmers,female,19
SG2000,farmers,female,7
SG2000,farmers,female,7
SG2000,farmers,female,6
SG2000,farmers,female,9
SG2000,farmers,female,17
SG2000,farmers,female,11
SG2000,farmers,female,15
SG2000,farmers,female,10
SG2000,farmers,female,6
SG2000,farmers,female,6
SG2000,farmers,female,5
SG2000,farmers,female,4
FCI,farmers,female,0
FCI,government_EAs,female,3
FCI,researchers,female,0
FCI,NGO_staff,female,3
FCI,farmers,female,2
FCI,government_EAs,female,7
FCI,researchers,female,2
FCI,NGO_staff,female,2
OYSADEP,farmers,female,20
OYSADEP,government_EAs,female,0
OYSADEP,researchers,female,5
OYSADEP,others,female,15
SG2000,farmers,female,0
SG2000,farmers,female,10
FUAM,government_EAs,female,0
FUAM,researchers,female,2
FUAM,private_staff,female,0
SG2000,farmers,female,6
SG2000,government_EAs,female,1
FCI,farmers,female,259
FCI,government_EAs,female,15
FCI,NGO_EAs,female,1
FCI,private_staff,female,0
FCI,researchers,female,4
FCI,others,female,120
FCI,NA,female,399
TFNC,farmers,female,218
TFNC,government_EAs,female,7
TFNC,government_staff,female,30
TFNC,NGO_staff,female,0
TFNC,private_staff,female,1
TFNC,researchers,female,2
TFNC,others,female,15
TFNC,NA,female,273
TFNC,NA,female,273
MEDA,farmers,female,234
MEDA,researchers,female,1
MEDA,government_EAs,female,1
MEDA,government_staff,female,1
MEDA,farmers,female,110
MEDA,others,female,8
YARA,farmers,female,150
YARA,government_staff,female,60
FJS,farmers,female,70
FJS,others,female,12
TFNC,farmers,female,80
TFNC,government_EAs,female,8
TFNC,others,female,55
TFNC,researchers,female,1
MEDA,farmers,female,96
MEDA,government_EAs,female,1
MEDA,researchers,female,0
MEDA,others,female,8
TFNC,farmers,female,239
TFNC,government_EAs,female,12
SG2000,farmers,female,2
FADAMA,farmers,female,56
SG2000,government_EAs,female,1
SG2000,others,female,0
SG2000,farmers,female,17
SG2000,farmers,female,10
SG2000,government_EAs,female,2
SG2000,researchers,female,0
YARA,farmers,female,7
YARA,farmers,female,6
YARA,government_EAs,female,1
Minjingu,farmers,female,2
MEDA,farmers,female,45
MEDA,NA,female,0
MEDA,NA,female,0
Minjingu,farmers,female,22
OYSCGA,farmers,female,26
OYSCGA,others,female,0
OYSCGA,farmers,female,29
OYSCGA,others,female,0
OYSCGA,NGO_staff,female,0
TFNC,government_EAs,female,30
TFNC,NGO_EAs,female,21
TFNC,NGO_staff,female,71
TFNC,private_EAs,female,150
TFNC,researchers,female,19
TFNC,farmers,female,18
TFNC,government_staff,female,204
Minjingu,farmers,female,13
CAVAII,government_EAs,female,0
CAVAII,private_EAs,female,0
CAVAII,private_staff,female,0
Minjingu,farmers,female,13
SG2000,farmers,female,3
SG2000,farmers,female,1
Minjingu,farmers,female,7
OYSCGA,NGO_EAs,female,0
OYSCGA,farmers,female,7
Minjingu,farmers,female,1
SG2000,farmers,female,4
SG2000,farmers,female,10
MEDA,private_staff,female,0
CAVAII,private_staff,female,2
CAVAII,researchers,female,1
CAVAII,government_EAs,female,0
MEDA,private_staff,female,1
MEDA,NA,female,1
SG2000,farmers,female,27
SG2000,government_EAs,female,1
SG2000,farmers,female,6
SG2000,government_EAs,female,1
SG2000,farmers,female,420
SG2000,government_EAs,female,2
SG2000,researchers,female,0
SG2000,government_staff,female,1
OYSADEP,farmers,female,22
Notore,farmers,female,6
OYSCGA,farmers,female,6
OYSADEP,farmers,female,29
OYSADEP,government_EAs,female,10
OYSADEP,NA,female,39
FUAM,farmers,female,6
FCI,farmers,female,20
FCI,government_EAs,female,1
FCI,others,female,0
FCI,farmers,female,56
FCI,government_EAs,female,1
FCI,others,female,1
FCI,farmers,female,23
FCI,government_EAs,female,0
FCI,farmers,female,14
FCI,government_EAs,female,1
FCI,others,female,0
FCI,farmers,female,17
FCI,government_EAs,female,0
FCI,others,female,0
FCI,farmers,female,22
FCI,government_EAs,female,1
FCI,others,female,0
Notore,farmers,female,17
SG2000,farmers,female,2
SG2000,farmers,female,2
OYSCGA,farmers,female,18
OYSCGA,farmers,female,6
OYSCGA,government_EAs,female,0
OYSCGA,others,female,1
SG2000,farmers,female,14
SG2000,government_EAs,female,3
IITA,government_EAs,female,1
IITA,NGO_EAs,female,0
IITA,others,female,1
IITA,researchers,female,4
IITA,private_staff,female,1
SG2000,government_EAs,female,0
SG2000,others,female,0
OYSCGA,farmers,female,2
OYSCGA,others,female,2
OYSCGA,government_staff,female,2
OYSCGA,farmers,female,1
IITA,researchers,female,1
IITA,others,female,3
OYSCGA,farmers,female,29
OYSCGA,NA,female,29
OYSCGA,farmers,female,11
OYSCGA,NA,female,11
GIZ,government_EAs,female,5
IITA,others,female,12
OYSCGA,farmers,female,5
OYSCGA,farmers,female,0
OYSCGA,farmers,female,14
OYSCGA,government_EAs,female,0
OYSCGA,farmers,female,9
OYSCGA,farmers,female,22
OYSCGA,farmers,female,1
OYSCGA,government_staff,female,0
OYSCGA,farmers,female,4
OYSCGA,NGO_EAs,female,1
OYSCGA,private_staff,female,0
OYSCGA,government_EAs,female,5
OYSCGA,farmers,female,18
OYSCGA,NGO_EAs,female,3
OYSCGA,researchers,female,0
OYSCGA,NGO_staff,female,1
GCCE,NGO_EAs,female,1
FADAMA,farmers,female,68
FADAMA,farmers,female,24
FADAMA,NA,female,24
Lumen_Fidei,NGO_EAs,female,7
FADAMA,farmers,female,26
FADAMA,others,female,26
MEDA,farmers,female,19
MEDA,farmers,female,10
MEDA,farmers,female,6
FADAMA,farmers,female,48
MEDA,farmers,female,7
MEDA,farmers,female,3
MEDA,farmers,female,8
FUAM,farmers,female,2
FADAMA,farmers,female,25
FADAMA,others,female,25
FUAM,farmers,female,11
FUAM,farmers,female,11
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,27
FUAM,farmers,female,5
MEDA,farmers,female,6
MEDA,farmers,female,9
MEDA,farmers,female,5
MEDA,farmers,female,7
MEDA,farmers,female,10
MEDA,farmers,female,8
FCI,farmers,female,20
FCI,farmers,female,21
Psaltry,farmers,female,33
FUAM,farmers,female,12
FUAM,farmers,female,11
FCI,farmers,female,8
FUAM,farmers,female,1
EIFAY_Africa,farmers,female,24
FUAM,farmers,female,7
FUAM,farmers,female,1
FADAMA,farmers,female,19
FADAMA,others,female,19
TYEGD,farmers,female,7
TYEGD,farmers,female,5
TYEGD,farmers,female,12
TYEGD,farmers,female,6
TYEGD,farmers,female,7
TYEGD,farmers,female,3
TYEGD,farmers,female,6
FADAMA,farmers,female,15
FADAMA,others,female,15
TYEGD,farmers,female,11
TYEGD,farmers,female,7
TYEGD,farmers,female,9
TYEGD,farmers,female,7
TYEGD,farmers,female,4
TYEGD,farmers,female,8
TYEGD,farmers,female,8
TYEGD,farmers,female,3
TYEGD,farmers,female,6
TYEGD,farmers,female,7
FADAMA,farmers,female,20
FADAMA,others,female,20
TYEGD,farmers,female,8
TYEGD,farmers,female,8
TYEGD,farmers,female,1
TYEGD,farmers,female,1
TYEGD,farmers,female,9
FADAMA,farmers,female,19
FADAMA,others,female,19
FADAMA,farmers,female,26
FADAMA,others,female,26
FADAMA,farmers,female,17
FADAMA,others,female,17
FADAMA,farmers,female,20
FADAMA,farmers,female,24
FADAMA,others,female,24
OYSCGA,farmers,female,6
OYSCGA,government_EAs,female,0
OYSCGA,NGO_EAs,female,2
FADAMA,farmers,female,24
FADAMA,others,female,24
FADAMA,farmers,female,19
FADAMA,others,female,19
FADAMA,farmers,female,24
FADAMA,others,female,24
Bagamoyo_District_Council,farmers,female,31
FUAM,farmers,female,4
FUAM,farmers,female,12
FUAM,farmers,female,6
MEDA,farmers,female,2
MEDA,farmers,female,4
MEDA,farmers,female,12
MEDA,farmers,female,11
MEDA,farmers,female,8
MEDA,farmers,female,17
MEDA,farmers,female,21
FUAM,farmers,female,2
MEDA,farmers,female,12
MEDA,farmers,female,8
MEDA,farmers,female,5
MEDA,farmers,female,14
MEDA,farmers,female,14
FADAMA,farmers,female,14
TYEGD,farmers,female,6
MEDA,farmers,female,3
MEDA,farmers,female,9
MEDA,farmers,female,8
MEDA,farmers,female,3
MEDA,farmers,female,12
MEDA,farmers,female,14
Kasulu_District_Council,farmers,female,30
Kasulu_District_Council,others,female,0
TYEGD,farmers,female,10
FUAM,farmers,female,10
TYEGD,farmers,female,1
TYEGD,farmers,female,12
TYEGD,farmers,female,13
TYEGD,farmers,female,5
TYEGD,farmers,female,6
TYEGD,farmers,female,6
TYEGD,farmers,female,8
TYEGD,farmers,female,2
TYEGD,farmers,female,6
TYEGD,farmers,female,2
FUAM,farmers,female,10
TYEGD,farmers,female,3
TYEGD,farmers,female,3
TYEGD,farmers,female,6
TYEGD,farmers,female,10
TYEGD,farmers,female,7
TYEGD,farmers,female,4
MEDA,farmers,female,26
MEDA,farmers,female,35
MEDA,farmers,female,23
MEDA,farmers,female,27
OYSCGA,farmers,female,5
OYSCGA,NGO_staff,female,1
FADAMA,farmers,female,34
MEDA,farmers,female,26
MEDA,farmers,female,28
MEDA,farmers,female,0
MEDA,farmers,female,25
MEDA,farmers,female,26
MEDA,farmers,female,0
MEDA,farmers,female,0
MEDA,farmers,female,17
MEDA,farmers,female,26
MEDA,farmers,female,28
FADAMA,farmers,female,17
Kilimo_Joint,farmers,female,22
MEDA,farmers,female,0
MEDA,farmers,female,18
MEDA,farmers,female,25
MEDA,farmers,female,22
MEDA,farmers,female,0
MEDA,farmers,female,4
MEDA,farmers,female,0
MEDA,farmers,female,0
MEDA,farmers,female,15
FADAMA,farmers,female,6
MEDA,farmers,female,6
MEDA,farmers,female,15
MEDA,farmers,female,10
MEDA,farmers,female,15
MEDA,farmers,female,27
MEDA,farmers,female,0
CIA_GED,farmers,female,32
CIA_GED,farmers,female,38
MEDA,farmers,female,6
MEDA,government_EAs,female,5
MEDA,farmers,female,10
FADAMA,farmers,female,11
MEDA,farmers,female,4
MEDA,farmers,female,2
MEDA,farmers,female,7
MEDA,farmers,female,8
FADAMA,farmers,female,27
MEDA,farmers,female,6
MEDA,farmers,female,7
MEDA,farmers,female,8
FUAM,farmers,female,17
MEDA,farmers,female,6
MEDA,farmers,female,4
MEDA,farmers,female,2
KOLPING,farmers,female,52
KOLPING,private_EAs,female,0
FUAM,farmers,female,0
FUAM,farmers,female,3
FUAM,farmers,female,0
FUAM,farmers,female,0
FUAM,farmers,female,2
TYEGD,farmers,female,17
FADAMA,farmers,female,19
TYEGD,farmers,female,16
TYEGD,farmers,female,14
TYEGD,farmers,female,8
TYEGD,farmers,female,4
FUAM,farmers,female,11
Tabora_Municipal_Council,farmers,female,97
FADAMA,others,female,37
FUAM,farmers,female,5
MEDA,farmers,female,9
MEDA,farmers,female,16
MEDA,farmers,female,5
FUAM,farmers,female,11
MEDA,farmers,female,20
MEDA,farmers,female,5
MEDA,farmers,female,5
FUAM,farmers,female,6
MEDA,farmers,female,6
FUAM,farmers,female,9
FADAMA,others,female,27
FADAMA,farmers,female,52
FCI,farmers,female,10
Kigoma_Region_ENABEL,farmers,female,10
MEDA,farmers,female,4
MEDA,farmers,female,4
TYEGD,farmers,female,10
TYEGD,farmers,female,15
TYEGD,farmers,female,15
TYEGD,farmers,female,9
TYEGD,farmers,female,11
TYEGD,farmers,female,8
FADAMA,farmers,female,15
TYEGD,farmers,female,12
TYEGD,farmers,female,8
TYEGD,farmers,female,14
TYEGD,farmers,female,12
TYEGD,farmers,female,12
TYEGD,farmers,female,10
TYEGD,farmers,female,12
TYEGD,farmers,female,10
TYEGD,farmers,female,12
TYEGD,farmers,female,6
FADAMA,farmers,female,23
TYEGD,farmers,female,9
TYEGD,farmers,female,8
TYEGD,farmers,female,4
TYEGD,farmers,female,7
TYEGD,farmers,female,6
TYEGD,farmers,female,8
TYEGD,farmers,female,10
TYEGD,farmers,female,7
TYEGD,farmers,female,15
TYEGD,farmers,female,7
FADAMA,farmers,female,17
TYEGD,farmers,female,15
TYEGD,farmers,female,13
TYEGD,farmers,female,9
TYEGD,farmers,female,9
TYEGD,farmers,female,5
TYEGD,farmers,female,10
TYEGD,farmers,female,10
TYEGD,farmers,female,6
TYEGD,farmers,female,6
TYEGD,farmers,female,9
FADAMA,farmers,female,12
FADAMA,others,female,14
TYEGD,farmers,female,7
TYEGD,farmers,female,11
TYEGD,farmers,female,11
TYEGD,farmers,female,11
TYEGD,farmers,female,7
TYEGD,farmers,female,10
TYEGD,farmers,female,8
TYEGD,farmers,female,6
TYEGD,farmers,female,11
Kigoma_Region_ENABEL,farmers,female,17
MEDA,farmers,female,0
MEDA,government_EAs,female,0
FADAMA,farmers,female,39
FADAMA,farmers,female,87
MEDA,farmers,female,0
FADAMA,others,female,14
FADAMA,farmers,female,12
MEDA,farmers,female,0
MEDA,farmers,female,0
MEDA,farmers,female,23
Musoma_District_Council,farmers,female,23
Musoma_District_Council,farmers,female,25
FUAM,farmers,female,5
Musoma_District_Council,farmers,female,11
MEDA,farmers,female,9
MEDA,farmers,female,3
MEDA,farmers,female,5
MEDA,farmers,female,19
MEDA,farmers,female,6
MEDA,farmers,female,10
FUAM,farmers,female,4
FUAM,farmers,female,6
FCI,farmers,female,20
FCI,farmers,female,20
MEDA,farmers,female,12
MEDA,farmers,female,9
MEDA,farmers,female,16
MEDA,farmers,female,10
MEDA,farmers,female,10
MEDA,farmers,female,14
FUAM,farmers,female,8
Kasulu_District_Council,farmers,female,11
FADAMA,farmers,female,50
FADAMA,farmers,female,19
FADAMA,farmers,female,30
KOLPING,farmers,female,73
KOLPING,private_EAs,female,0
MEDA,farmers,female,11
MEDA,farmers,female,11
MEDA,farmers,female,11
MEDA,farmers,female,6
MEDA,farmers,female,3
MEDA,farmers,female,11
MEDA,farmers,female,8
FADAMA,farmers,female,25
MEDA,farmers,female,6
MEDA,farmers,female,8
MEDA,farmers,female,11
MEDA,farmers,female,9
MEDA,farmers,female,5
MEDA,farmers,female,15
Newala_District_Council,farmers,female,0
Newala_District_Council,government_EAs,female,0
Newala_District_Council,NGO_EAs,female,0
Newala_District_Council,researchers,female,0
FADAMA,farmers,female,17
FADAMA,farmers,female,18
FADAMA,farmers,female,12
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,63
FCI,farmers,female,6
FCI,farmers,female,8
FCI,farmers,female,25
KOLPING,farmers,female,59
KOLPING,NGO_EAs,female,1
TYEGD,farmers,female,16
TYEGD,farmers,female,12
TYEGD,farmers,female,10
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,53
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,7
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,40
FUAM,farmers,female,14
FADAMA,farmers,female,18
TYEGD,farmers,female,16
TYEGD,farmers,female,14
TYEGD,farmers,female,14
TYEGD,farmers,female,16
TYEGD,farmers,female,10
TYEGD,farmers,female,16
FADAMA,farmers,female,15
MEDA,farmers,female,6
MEDA,farmers,female,4
MEDA,farmers,female,7
MEDA,farmers,female,2
MEDA,farmers,female,19
MEDA,farmers,female,5
FCI,farmers,female,25
CIA_GED,farmers,female,28
SOLADUKE_AGRO_ALLIED_VENTURES,farmers,female,70
Newala_District_Council,farmers,female,31
Newala_District_Council,government_EAs,female,0
Newala_District_Council,NGO_EAs,female,0
FADAMA,farmers,female,24
MEDA,farmers,female,12
Gemehaam_Bees_Limited,farmers,female,4
MEDA,farmers,female,8
MEDA,farmers,female,12
MEDA,farmers,female,4
MEDA,farmers,female,6
FADAMA,farmers,female,2
MEDA,farmers,female,7
MEDA,farmers,female,10
MEDA,farmers,female,7
MEDA,farmers,female,8
MEDA,farmers,female,7
MEDA,farmers,female,6
MEDA,farmers,female,12
MEDA,farmers,female,6
FADAMA,farmers,female,10
MEDA,farmers,female,22
MEDA,farmers,female,7
MEDA,farmers,female,11
MEDA,farmers,female,3
FADAMA,farmers,female,13
FCI,farmers,female,18
FCI,farmers,female,17
FCI,farmers,female,15
FCI,farmers,female,18
FCI,farmers,female,19
FCI,farmers,female,21
Musoma_District_Council,farmers,female,12
Musoma_District_Council,government_staff,female,1
FADAMA,farmers,female,4
FADAMA,farmers,female,11
Kasulu_District_Council,farmers,female,14
MEDA,farmers,female,17
MEDA,farmers,female,17
FADAMA,farmers,female,13
MEDA,farmers,female,3
MEDA,farmers,female,7
FCI,farmers,female,0
FCI,farmers,female,20
Musoma_District_Council,farmers,female,18
Musoma_District_Council,government_staff,female,1
FADAMA,farmers,female,16
FADAMA,farmers,female,6
FADAMA,farmers,female,12
Newala_District_Council,farmers,female,22
Newala_District_Council,government_EAs,female,0
Eweko_Concept,farmers,female,5
Eweko_Concept,private_EAs,female,1
Kigoma_Region_ENABEL,farmers,female,26
Kasulu_District_Council,farmers,female,6
FADAMA,farmers,female,14
Gemehaam_Bees_Limited,farmers,female,1
Kigoma_Region_ENABEL,farmers,female,10
Kigoma_Region_ENABEL,private_EAs,female,0
Kigoma_Region_ENABEL,NA,female,10
FADAMA,farmers,female,16
FADAMA,farmers,female,17
FADAMA,government_EAs,female,3
FADAMA,NA,female,20
FADAMA,farmers,female,12
FADAMA,farmers,female,63
FUAM,farmers,female,4
FUAM,farmers,female,15
FADAMA,farmers,female,60
MEDA,farmers,female,6
MEDA,farmers,female,6
FADAMA,farmers,female,8
MEDA,farmers,female,6
MEDA,farmers,female,5
MEDA,farmers,female,5
MEDA,farmers,female,3
